Calaveras County (CA)'s Birthday,02/18,1850
Colusa County (CA)'s Birthday,02/18,1850
Contra Costa County (CA)'s Birthday,02/18,1850
Del Norte County (CA)'s Birthday,03/02,1857
El Dorado County (CA)'s Birthday,02/18,1850
Fresno County (CA)'s Birthday,04/19,1856
Glenn County (CA)'s Birthday,03/05,1891
Humboldt County (CA)'s Birthday,05/12,1853
Imperial County (CA)'s Birthday,08/07,1907
Inyo County (CA)'s Birthday,03/22,1866
Kern County (CA)'s Birthday,04/02,1866
Kings County (CA)'s Birthday,03/22,1893
Lake County (CA)'s Birthday,05/20,1861
Lassen County (CA)'s Birthday,04/01,1864
Los Angeles County (CA)'s Birthday,02/18,1850
Madera County (CA)'s Birthday,05/16,1893
Marin County (CA)'s Birthday,02/18,1850
Mariposa County (CA)'s Birthday,02/18,1850
Mendocino County (CA)'s Birthday,02/18,1850
Merced County (CA)'s Birthday,04/19,1855
Modoc County (CA)'s Birthday,02/17,1874
Mono County (CA)'s Birthday,04/21,1861
Monterey County (CA)'s Birthday,02/18,1850
Napa County (CA)'s Birthday,02/18,1850
Nevada County (CA)'s Birthday,04/25,1851
Orange County (CA)'s Birthday,08/01,1889
Placer County (CA)'s Birthday,04/25,1851
Plumas County (CA)'s Birthday,03/18,1854
Riverside County (CA)'s Birthday,05/09,1893
Sacramento County (CA)'s Birthday,02/18,1850
San Benito County (CA)'s Birthday,02/12,1874
San Bernardino County (CA)'s Birthday,04/26,1853
San Diego County (CA)'s Birthday,02/18,1850
San Francisco County (CA)'s Birthday,12/16,1848
San Joaquin County (CA)'s Birthday,02/18,1850
San Luis Obispo County (CA)'s Birthday,02/18,1850
San Mateo County (CA)'s Birthday,04/19,1856
Santa Barbara County (CA)'s Birthday,02/18,1850
Santa Clara County (CA)'s Birthday,02/18,1850
Santa Cruz County (CA)'s Birthday,02/18,1850
Shasta County (CA)'s Birthday,02/18,1850
Sierra County (CA)'s Birthday,04/16,1852
Siskiyou County (CA)'s Birthday,03/22,1852
Solano County (CA)'s Birthday,02/18,1850
Sonoma County (CA)'s Birthday,02/18,1850
Stanislaus County (CA)'s Birthday,04/01,1854
Sutter County (CA)'s Birthday,02/18,1850
Tehama County (CA)'s Birthday,04/09,1856
Trinity County (CA)'s Birthday,02/18,1850
Tulare County (CA)'s Birthday,07/10,1852
Tuolumne County (CA)'s Birthday,02/15,1850
Ventura County (CA)'s Birthday,03/22,1872
Yolo County (CA)'s Birthday,02/18,1850
Yuba County (CA)'s Birthday,02/18,1850
Adams County (CO)'s Birthday,04/15,1901
Alamosa County (CO)'s Birthday,03/08,1913
Arapahoe County (CO)'s Birthday,11/01,1861
Archuleta County (CO)'s Birthday,04/14,1885
Baca County (CO)'s Birthday,04/16,1889
Bent County (CO)'s Birthday,02/06,1874
Boulder County (CO)'s Birthday,11/01,1861
Broomfield County (CO)'s Birthday,06/06,1961
Chaffee County (CO)'s Birthday,02/10,1879
Cheyenne County (CO)'s Birthday,03/25,1889
Clear Creek County (CO)'s Birthday,11/01,1861
Conejos County (CO)'s Birthday,11/01,1861
Costilla County (CO)'s Birthday,11/01,1861
Crowley County (CO)'s Birthday,05/29,1911
Custer County (CO)'s Birthday,03/09,1877
Delta County (CO)'s Birthday,02/11,1883
Denver County (CO)'s Birthday,11/17,1856
Dolores County (CO)'s Birthday,02/19,1881
Douglas County (CO)'s Birthday,11/01,1861
Eagle County (CO)'s Birthday,02/11,1883
El Paso County (CO)'s Birthday,11/01,1861
Elbert County (CO)'s Birthday,02/02,1874
Fremont County (CO)'s Birthday,11/01,1861
Garfield County (CO)'s Birthday,02/10,1883
Gilpin County (CO)'s Birthday,11/01,1861
Grand County (CO)'s Birthday,02/02,1874
Gunnison County (CO)'s Birthday,03/09,1877
Hinsdale County (CO)'s Birthday,02/10,1874
Huerfano County (CO)'s Birthday,11/01,1861
Jackson County (CO)'s Birthday,05/05,1909
Jefferson County (CO)'s Birthday,11/01,1861
Kiowa County (CO)'s Birthday,04/11,1889
Kit Carson County (CO)'s Birthday,04/11,1889
La Plata County (CO)'s Birthday,02/10,1874
Lake County (CO)'s Birthday,11/01,1861
Larimer County (CO)'s Birthday,11/01,1861
Las Animas County (CO)'s Birthday,02/09,1866
Lincoln County (CO)'s Birthday,04/11,1889
Logan County (CO)'s Birthday,02/25,1887
Mesa County (CO)'s Birthday,02/14,1883
Mineral County (CO)'s Birthday,03/27,1893
Moffat County (CO)'s Birthday,02/27,1911
Montezuma County (CO)'s Birthday,04/16,1889
Montrose County (CO)'s Birthday,02/11,1883
Morgan County (CO)'s Birthday,02/19,1889
Otero County (CO)'s Birthday,03/25,1889
Ouray County (CO)'s Birthday,01/18,1877
Park County (CO)'s Birthday,11/01,1861
Phillips County (CO)'s Birthday,03/27,1889
Pitkin County (CO)'s Birthday,02/23,1881
Prowers County (CO)'s Birthday,04/11,1889
Pueblo County (CO)'s Birthday,11/01,1861
Rio Blanco County (CO)'s Birthday,03/25,1889
Rio Grande County (CO)'s Birthday,02/10,1874
Routt County (CO)'s Birthday,01/29,1877
Saguache County (CO)'s Birthday,12/29,1866
San Juan County (CO)'s Birthday,01/31,1876
San Miguel County (CO)'s Birthday,03/02,1883
Sedgwick County (CO)'s Birthday,04/09,1889
Summit County (CO)'s Birthday,11/01,1861
Teller County (CO)'s Birthday,03/23,1899
Washington County (CO)'s Birthday,02/09,1887
Weld County (CO)'s Birthday,11/03,1861
Yuma County (CO)'s Birthday,03/15,1889
Hartford County (CT)'s Birthday,05/10,1666
Windham County (CT)'s Birthday,05/12,1726
Kent County (DE)'s Birthday,08/08,1683
New Castle County (DE)'s Birthday,08/08,1673
Sussex County (DE)'s Birthday,08/08,1683
District of Columbia (DC)'s Birthday,02/21,1871
Alachua County (FL)'s Birthday,12/29,1824
Baker County (FL)'s Birthday,02/08,1861
Bay County (FL)'s Birthday,04/24,1913
Bradford County (FL)'s Birthday,12/31,1858
Brevard County (FL)'s Birthday,03/14,1844
Broward County (FL)'s Birthday,04/30,1915
Calhoun County (FL)'s Birthday,01/26,1838
Charlotte County (FL)'s Birthday,04/23,1921
Citrus County (FL)'s Birthday,06/02,1887
